t,S,E,I,H,C,R,D
353,2516331.319,683.456893,535.2617652,127.552348,128.6924702,2923547.572,58646.14578
353.25,2516309.394,677.1696479,530.3228564,126.3776602,127.5161428,2923581.461,58647.75864
353.5,2516289.745,668.94925,525.3521622,125.213392,126.3504359,2923615.033,58649.35676
353.75,2516268.402,662.6773167,520.4448692,124.0585601,125.195238,2923648.282,58650.94028
354,2516245.224,658.4173791,515.6591275,122.9146116,124.0504503,2923681.225,58652.50933
354.25,2516224.103,652.3600698,510.9007055,121.7823207,122.9159986,2923713.873,58654.06403
354.5,2516205.175,644.4404818,506.1116755,120.6600786,121.7917982,2923746.217,58655.60453
354.75,2516184.614,638.3979473,501.3837346,119.546938,120.6777413,2923778.249,58657.13094
355,2516162.286,634.2936671,496.7729013,118.4442927,119.5737323,2923809.986,58658.64339
355.25,2516141.939,628.4579132,492.1883978,117.3528882,118.4796998,2923841.44,58660.14201
355.5,2516123.704,620.8281588,487.5744198,116.2711748,117.3955615,2923872.599,58661.62693
355.75,2516103.897,615.0066607,483.0193026,115.1982394,116.3212134,2923903.459,58663.09827
356,2516082.388,611.0523745,478.577011,114.1354248,115.2565632,2923934.035,58664.55614
356.25,2516062.787,605.4300989,474.1600949,113.083449,114.2015416,2923964.337,58666.00068
356.5,2516045.221,598.0796003,469.7147954,112.0408187,113.1560693,2923994.356,58667.432
356.75,2516026.14,592.4710788,465.3262093,111.0066544,112.1200457,2924024.086,58668.85022
357,2516005.419,588.6613276,461.0463227,109.9822493,111.0933816,2924053.542,58670.25546
357.25,2515986.537,583.2447459,456.7908914,108.968295,110.07601,2924082.736,58671.64784
357.5,2515969.614,576.1633091,452.5081271,107.9633529,109.0678541,2924111.656,58673.02747
357.75,2515951.233,570.7599967,448.2800067,106.9665754,108.068817,2924140.297,58674.39447
358,2515931.272,567.0895184,444.1566101,105.9792083,107.0788123,2924168.675,58675.74896
358.25,2515913.082,561.8711281,440.0567817,105.0019175,106.0977752,2924196.8,58677.09104
358.5,2515896.78,555.0489294,435.9306314,104.0333172,105.1256316,2924224.661,58678.42083
358.75,2515879.072,549.8433398,431.8571305,103.0725907,104.1622878,2924252.254,58679.73844
359,2515859.843,546.3070625,427.8845228,102.1209379,103.2076603,2924279.593,58681.04398
359.25,2515842.32,541.2796332,423.9346278,101.1790003,102.2616866,2924306.688,58682.33756
359.5,2515826.616,534.7072056,419.9593846,100.2454425,101.324295,2924333.529,58683.61929
359.75,2515809.557,529.6921244,416.0348686,99.31947782,100.3953948,2924360.112,58684.88927
360,2515791.033,526.2851594,412.2075548,98.40226201,99.47490565,2924386.45,58686.14761
360.25,2515774.152,521.4417229,408.402129,97.49441286,98.56276689,2924412.552,58687.39442
360.5,2515759.024,515.1099435,404.5722922,96.5946439,97.65890928,2924438.41,58688.62981
360.75,2515742.591,510.2784179,400.7913305,95.70219707,96.76324534,2924464.02,58689.85386
361,2515724.746,506.9960534,397.1040145,94.81818566,95.87569733,2924489.393,58691.0667
361.25,2515708.484,502.3298943,393.4377914,93.94320469,94.99620664,2924514.54,58692.26842
361.5,2515693.911,496.2299719,389.7480597,93.07601474,94.12470636,2924539.451,58693.45911
361.75,2515678.08,491.5753014,386.1054181,92.21588542,93.26111201,2924564.123,58694.63889
362,2515660.89,488.412996,382.5529956,91.36388909,92.40534849,2924588.567,58695.80784
362.25,2515645.224,483.9176427,379.0208994,90.52059884,91.55735916,2924612.793,58696.96607
362.5,2515631.185,478.0411058,375.4661635,89.68482059,90.71707936,2924636.792,58698.11368
362.75,2515615.935,473.5568332,371.9567976,88.8558506,89.88442751,2924660.56,58699.25076
363,2515599.375,470.5102099,368.5343491,88.03472181,89.05933107,2924684.109,58700.37741
363.25,2515584.284,466.1794259,365.1314881,87.2219862,88.2417353,2924707.448,58701.49371
363.5,2515570.759,460.5181111,361.7068237,86.41649335,87.43157773,2924730.568,58702.59978
363.75,2515556.069,456.198014,358.3258718,85.61756525,86.62877957,2924753.465,58703.69569
364,2515540.115,453.2628542,355.0286562,84.82619684,85.83327079,2924776.152,58704.78154
364.25,2515525.578,449.0906296,351.7503158,84.04291976,85.04499847,2924798.636,58705.85742
364.5,2515512.549,443.6366707,348.4509774,83.26662569,84.26390224,2924820.909,58706.92343
364.75,2515498.397,439.4747524,345.1937542,82.49666136,83.48990606,2924842.968,58707.97965
365,2515483.029,436.6469907,342.0172023,81.73398516,82.72294228,2924864.823,58709.02617
365.25,2515469.025,432.6275338,338.8588389,80.97910913,81.96295976,2924886.484,58710.06308
365.5,2515456.474,427.3733509,335.680253,80.2309655,81.20990019,2924907.941,58711.09047
365.75,2515442.841,423.3638331,332.5422432,79.48892486,80.46369015,2924929.192,58712.10842
366,2515428.037,420.6395513,329.4819514,78.75391037,79.72426431,2924950.247,58713.11702
366.25,2515414.546,416.7672811,326.4391864,78.02641521,78.99157325,2924971.113,58714.11635
366.5,2515402.455,411.7055703,323.3769454,77.30541067,78.26556067,2924991.785,58715.1065
366.75,2515389.322,407.8428846,320.3537975,76.59029034,77.54615566,2925012.257,58716.08756
367,2515375.061,405.2183066,317.4055223,75.88194346,76.83329517,2925032.541,58717.0596
367.25,2515362.064,401.4878451,314.4741358,75.18084501,76.12693142,2925052.643,58718.02271
367.5,2515350.417,396.6115685,311.5239924,74.48600393,75.42701004,2925072.557,58718.97697
367.75,2515337.766,392.8903492,308.6115128,73.79683601,74.73346259,2925092.279,58719.92245
368,2515324.027,390.3618359,305.7711646,73.11419774,74.04622817,2925111.82,58720.85925
368.25,2515311.508,386.7680007,302.9470902,72.43854665,73.36526065,2925131.186,58721.78743
368.5,2515300.288,382.0703769,300.104951,71.76892794,72.69050748,2925150.37,58722.70708
368.75,2515288.101,378.4854536,297.2990986,71.10477873,72.02190263,2925169.37,58723.61827
369,2515274.866,376.049498,294.5627363,70.44692406,71.3593873,2925188.195,58724.52109
369.25,2515262.806,372.5872954,291.8420551,69.79580457,70.70291691,2925206.851,58725.4156
369.5,2515251.997,368.0617901,289.1039757,69.15050043,70.05244072,2925225.332,58726.30189
369.75,2515240.257,364.6081805,286.4008562,68.51046933,69.40789499,2925243.636,58727.18002
370,2515227.507,362.2614031,283.764682,67.87650597,68.76922296,2925261.771,58728.05008
370.25,2515215.889,358.9260211,281.1436177,67.24903478,68.13638155,2925279.743,58728.91214
370.5,2515205.477,354.5663382,278.5057969,66.62716959,67.50932179,2925297.548,58729.76626
370.75,2515194.168,351.2392413,275.9016575,66.01038792,66.88798215,2925315.181,58730.61253
371,2515181.886,348.9783853,273.3620117,65.39945525,66.27230783,2925332.651,58731.451
371.25,2515170.694,345.7651872,270.836925,64.79478039,65.66225723,2925349.965,58732.28177
371.5,2515160.664,341.5652602,268.2957,64.19550961,65.05778305,2925367.117,58733.10489
371.75,2515149.769,338.3600502,265.7869244,63.60113951,64.45882591,2925384.104,58733.92043
372,2515137.938,336.1819771,263.3402802,63.01240746,63.86533291,2925400.934,58734.72847
372.25,2515127.156,333.086495,260.9076644,62.4297072,63.27726389,2925417.614,58735.52907
372.5,2515117.494,329.0404787,258.4595055,61.85221626,62.69457316,2925434.137,58736.32229
372.75,2515106.999,325.952698,256.0426089,61.27944965,62.11720342,2925450.501,58737.10822
373,2515095.601,323.8543835,253.6855679,60.71211764,61.54510362,2925466.715,58737.88691
373.25,2515085.215,320.8723124,251.3420439,60.15059947,60.97823495,2925482.783,58738.65843
373.5,2515075.908,316.9745747,248.9835498,59.59410277,60.41655332,2925498.701,58739.42285
373.75,2515065.797,313.9999283,246.6551742,59.0421603,59.86000343,2925514.465,58740.18023
374,2515054.818,311.9784582,244.3844617,58.49545622,59.308536,2925530.085,58740.93063
374.25,2515044.813,309.1056499,242.1267732,57.9543558,58.76211356,2925545.564,58741.67413
374.5,2515035.846,305.3507642,239.8546664,57.4180957,58.22069354,2925560.899,58742.41077
374.75,2515026.107,302.4851139,237.6115762,56.88622576,57.68422258,2925576.085,58743.14063
375,2515015.53,300.5376797,235.4240365,56.35940498,57.15265311,2925591.132,58743.86376
375.25,2515005.892,297.7701373,233.2490458,55.83798521,56.62594895,2925606.044,58744.58024
375.5,2514997.255,294.1528752,231.0601683,55.32123105,56.10406902,2925620.817,58745.29011
375.75,2514987.873,291.3922333,228.8992454,54.80870879,55.58696181,2925635.447,58745.99344
376,2514977.684,289.516129,226.791838,54.30105324,55.07458143,2925649.942,58746.69029
376.25,2514968.399,286.8500013,224.6965217,53.79860327,54.56689295,2925664.308,58747.38072
376.5,2514960.079,283.3653253,222.5878303,53.30065042,54.06385668,2925678.539,58748.06479
376.75,2514951.041,280.7058496,220.5060704,52.80677687,53.56542295,2925692.633,58748.74255
377,2514941.226,278.8984676,218.4758653,52.31759406,53.07154748,2925706.597,58749.41406
377.25,2514932.282,276.330044,216.45731,51.83342841,52.58219651,2925720.436,58750.07939
377.5,2514924.266,272.9731002,214.4258725,51.3535974,52.09733177,2925734.145,58750.73858
377.75,2514915.56,270.4110889,212.4203807,50.87769848,51.61690532,2925747.722,58751.39169
378,2514906.105,268.6699166,210.4645547,50.40632066,51.14087441,2925761.175,58752.03879
378.25,2514897.489,266.1956216,208.5199532,49.93977831,50.66920648,2925774.506,58752.67992
378.5,2514889.768,262.9617337,206.5629442,49.47741392,50.20186457,2925787.713,58753.31513
378.75,2514881.381,260.4936199,204.6309312,49.01883968,49.73880244,2925800.793,58753.94449
379,2514872.273,258.8162362,202.7467639,48.56462293,49.27997885,2925813.752,58754.56804
379.25,2514863.973,256.432625,200.8734114,48.11506649,48.82536234,2925826.595,58755.18585
379.5,2514856.535,253.3172873,198.9881084,47.66953692,48.37491725,2925839.318,58755.79796
379.75,2514848.455,250.9396343,197.1268864,47.2276606,47.92859897,2925851.918,58756.40442
380,2514839.681,249.3237063,195.3117568,46.78998403,47.48636771,2925864.402,58757.00528
380.25,2514831.686,247.0274598,193.507047,46.35679889,47.0481931,2925876.774,58757.60061
380.5,2514824.521,244.0263312,191.6908268,45.92749494,46.61404072,2925889.03,58758.19044
380.75,2514816.738,241.7358277,189.897806,45.50171222,46.18386755,2925901.168,58758.77483
381,2514808.285,240.1791076,188.1491884,45.07997716,45.75763517,2925913.195,58759.35383
381.25,2514800.584,237.9670278,186.4106101,44.66257071,45.3353143,2925925.113,58759.92748
381.5,2514793.681,235.0759259,184.6609453,44.24890497,44.91687171,2925936.92,58760.49585
381.75,2514786.183,232.8693816,182.9336304,43.83863316,44.50226588,2925948.614,58761.05897
382,2514778.041,231.3697035,181.2490914,43.43226238,44.09145977,2925960.199,58761.61689
382.25,2514770.622,229.2387091,179.5742249,43.03006321,43.6844251,2925971.681,58762.16966
382.5,2514763.973,226.4536043,177.8886801,42.63146932,43.28112981,2925983.055,58762.71733
382.75,2514756.75,224.3279454,176.2246668,42.23614662,42.88153385,2925994.319,58763.25995
383,2514748.907,222.8832223,174.6018616,41.84458355,42.48560149,2926005.48,58763.79755
383.25,2514741.76,220.8303447,172.9883756,41.45704076,42.09330542,2926016.541,58764.3302
383.5,2514735.354,218.1473547,171.3646045,41.07297266,41.70461472,2926027.498,58764.85793
383.75,2514728.397,216.0996196,169.7615762,40.69205738,41.31949076,2926038.35,58765.38078
384,2514720.841,214.7078408,168.1982457,40.31476542,40.93789905,2926049.101,58765.89881
384.25,2514713.956,212.7302196,166.6438937,39.94134785,40.55981325,2926059.756,58766.41206
384.5,2514707.786,210.145604,165.0796354,39.57127906,40.18520351,2926070.312,58766.92056
384.75,2514701.084,208.1729393,163.5353602,39.20424897,39.81403259,2926080.765,58767.42437
385,2514693.805,206.8321673,162.0293276,38.84071078,39.4462672,2926091.123,58767.92353
385.25,2514687.173,204.9270468,160.5319454,38.48090634,39.08188194,2926101.387,58768.41808
385.5,2514681.229,202.437202,159.0250215,38.12432927,38.72084799,2926111.556,58768.90806
385.75,2514674.772,200.5368586,157.5373488,37.77068087,38.36312944,2926121.626,58769.39352
386,2514667.761,199.2452266,156.0865168,37.42039768,38.00869418,2926131.604,58769.87449
386.25,2514661.372,197.4099518,154.6440191,37.07371265,37.65751768,2926141.492,58770.35102
386.5,2514655.646,195.0114058,153.1923308,36.73013797,37.30957216,2926151.287,58770.82315
386.75,2514649.427,193.180735,151.7591886,36.38938585,36.96482297,2926160.988,58771.29091
387,2514642.673,191.9364444,150.3615366,36.05187681,36.62323914,2926170.6,58771.75436
387.25,2514636.518,190.1684572,148.9719142,35.71783522,36.284797,2926180.126,58772.21352
387.5,2514631.002,187.8578651,147.5734393,35.38679115,35.94946976,2926189.562,58772.66844
387.75,2514625.011,186.0943151,146.1928312,35.05846736,35.61722397,2926198.907,58773.11916
388,2514618.504,184.895633,144.8464122,34.7332689,35.28802979,2926208.167,58773.56571
388.25,2514612.575,183.1924688,143.5077292,34.4114119,34.96186437,2926217.343,58774.00814
388.5,2514607.262,180.9666081,142.1605196,34.09244365,34.63870185,2926226.433,58774.44647
388.75,2514601.49,179.2677202,140.8305221,33.77609705,34.31850999,2926235.436,58774.88076
389,2514595.223,178.112977,139.5334603,33.4627623,34.00126001,2926244.356,58775.31103
389.25,2514589.511,176.4722613,138.2438516,33.15264754,33.68692984,2926253.196,58775.73733
389.5,2514584.393,174.3280273,136.94603,32.84531667,33.37549456,2926261.952,58776.15969
389.75,2514578.833,172.6914329,135.6647899,32.54051238,33.06692306,2926270.625,58776.57814
390,2514572.796,171.5790197,134.4152781,32.23861051,32.76118757,2926279.218,58776.99272
390.25,2514567.294,169.998465,133.1729467,31.93981158,32.45826684,2926287.733,58777.40348
390.5,2514562.363,167.9328666,131.9227046,31.64369545,32.15813678,2926296.169,58777.81043
390.75,2514557.007,166.3562835,130.6884365,31.35001422,31.86076743,2926304.524,58778.21362
391,2514551.191,165.2846505,129.4847333,31.05912995,31.56613199,2926312.801,58778.61309
391.25,2514545.891,163.7620528,128.2879479,30.77123578,31.27420995,2926321.005,58779.00886
391.5,2514541.141,161.7722082,127.0835428,30.48592695,30.98497809,2926329.131,58779.40097
391.75,2514535.982,160.2534379,125.8945263,30.20296467,30.6984075,2926337.179,58779.78946
392,2514530.379,159.2210917,124.7349542,29.92269768,30.41447235,2926345.153,58780.17435
392.25,2514525.274,157.7543275,123.5820467,29.64531201,30.13315283,2926353.056,58780.55569
392.5,2514520.698,155.8374606,122.4217998,29.37041776,29.85442657,2926360.884,58780.9335
392.75,2514515.728,154.3743848,121.2763777,29.09778486,29.57826568,2926368.637,58781.30781
393,2514510.331,153.3798868,120.1593202,28.82774925,29.30464524,2926376.319,58781.67866
393.25,2514505.413,151.9669103,119.0486836,28.56049013,29.03354617,2926383.931,58782.04609
393.5,2514501.005,150.1203464,117.9309775,28.29563187,28.76494685,2926391.473,58782.41011
393.75,2514496.218,148.7109244,116.8275529,28.03295285,28.49882042,2926398.941,58782.77077
394,2514491.018,147.7528883,115.7514528,27.77277665,28.23514284,2926406.341,58783.12809
394.25,2514486.281,146.3917288,114.6815387,27.51527589,27.97389568,2926413.675,58783.4821
394.5,2514482.035,144.6128912,113.6048151,27.26008871,27.71505813,2926420.94,58783.83285
394.75,2514477.423,143.2551569,112.5418496,27.0070016,27.45860426,2926428.134,58784.18034
395,2514472.414,142.3322473,111.5052067,26.75632627,27.20451089,2926435.263,58784.52462
395.25,2514467.851,141.0210058,110.4745233,26.50822897,26.95276026,2926442.327,58784.86572
395.5,2514463.76,139.3074122,109.4372809,26.26236113,26.70333228,2926449.326,58785.20366
395.75,2514459.318,137.9994715,108.4132923,26.01851704,26.45620195,2926456.256,58785.53847
396,2514454.493,137.1104015,107.414661,25.77699697,26.21134693,2926463.123,58785.87019
396.25,2514450.097,135.8472489,106.4217712,25.53796107,25.96875008,2926469.929,58786.19883
396.5,2514446.157,134.1965076,105.4225635,25.30107352,25.72839202,2926476.671,58786.52443
396.75,2514441.877,132.9365356,104.4361239,25.06613617,25.49024865,2926483.347,58786.84703
397,2514437.229,132.0800658,103.4741117,24.83343825,25.25429843,2926489.962,58787.16663
397.25,2514432.994,130.8632396,102.5176307,24.60313401,25.02052482,2926496.518,58787.48328
397.5,2514429.199,129.2730467,101.5550643,24.37489997,24.78890914,2926503.013,58787.797
397.75,2514425.076,128.0592854,100.6047979,24.14854522,24.55942815,2926509.444,58788.10781
398,2514420.599,127.2342213,99.6780631,23.92434836,24.33206108,2926515.817,58788.41575
398.25,2514416.519,126.0620237,98.75665708,23.702458,24.10679198,2926522.132,58788.72083
398.5,2514412.863,124.5301595,97.82938933,23.48256249,23.88360283,2926528.388,58789.02309
398.75,2514408.891,123.3609152,96.91397071,23.26447792,23.66247122,2926534.584,58789.32256
399,2514404.579,122.5661063,96.02122072,23.04847267,23.44337712,2926540.723,58789.61925
399.25,2514400.649,121.4369015,95.13360442,22.83468986,23.22630516,2926546.807,58789.9132
399.5,2514397.127,119.9612277,94.24034189,22.6228293,23.01123796,2926552.833,58790.20442
399.75,2514393.301,118.8348688,93.35849415,22.4127138,22.79815391,2926558.802,58790.49295
400,2514389.146,118.0692064,92.49848366,22.20460188,22.5870337,2926564.716,58790.7788
400.25,2514385.36,116.9814186,91.6434189,21.99863141,22.3778625,2926570.576,58791.06201
400.5,2514381.968,115.5598752,90.78291548,21.79451318,22.17062355,2926576.382,58791.3426
400.75,2514378.282,114.4748295,89.93340839,21.59207653,21.96529602,2926582.132,58791.62059
401,2514374.28,113.7372458,89.10493766,21.39157046,21.7618613,2926587.828,58791.89601
401.25,2514370.633,112.6893567,88.28123156,21.19312778,21.56030507,2926593.474,58792.16887
401.5,2514367.365,111.3199591,87.45228673,20.9964699,21.36061118,2926599.067,58792.43921
401.75,2514363.815,110.2747124,86.6339351,20.80143237,21.16275955,2926604.605,58792.70704
